#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
cheB	flgD	511145.b1883	511145.b1075	0.158	0	0	0	0.581	0	0	0.297	0.730
cheB	flgE	511145.b1883	511145.b1076	0.158	0	0	0	0.293	0	0	0.380	0.599
cheB	flgF	511145.b1883	511145.b1077	0	0	0.197	0	0.354	0	0	0.197	0.547
cheB	flgG	511145.b1883	511145.b1078	0.109	0	0.160	0	0.557	0.099	0	0.343	0.768
cheB	flgH	511145.b1883	511145.b1079	0.061	0	0	0	0.636	0	0	0.214	0.709
cheB	flgI	511145.b1883	511145.b1080	0.060	0	0	0	0.344	0	0	0.371	0.579
cheB	flgJ	511145.b1883	511145.b1081	0.059	0	0	0	0.380	0	0	0.192	0.487
cheB	flgK	511145.b1883	511145.b1082	0.158	0	0.191	0	0.769	0	0	0.453	0.902
cheB	dosP	511145.b1883	511145.b1489	0.197	0.013	0	0	0.055	0.090	0	0.297	0.449
cheB	cheZ	511145.b1883	511145.b1881	0.771	0	0.544	0	0.865	0	0	0.979	0.999
cheB	cheY	511145.b1883	511145.b1882	0.775	0.683	0.714	0	0.946	0.090	0	0.981	0.999
cheB	evgS	511145.b1883	511145.b2370	0.219	0	0	0	0	0.118	0	0.317	0.488
cheB	fliZ	511145.b1883	511145.b1921	0	0	0	0	0.445	0	0	0.298	0.594
cheB	fliL	511145.b1883	511145.b1944	0.158	0	0	0	0.566	0	0	0.205	0.685
cheB	fliH	511145.b1883	511145.b1940	0.158	0	0	0	0.506	0	0	0.335	0.699
cheB	fliF	511145.b1883	511145.b1938	0.158	0	0.177	0	0.432	0	0	0.464	0.761
cheB	fliK	511145.b1883	511145.b1943	0.158	0	0	0	0.586	0	0	0.390	0.769
cheB	fliA	511145.b1883	511145.b1922	0.158	0	0.166	0	0.435	0	0	0.641	0.838
cheB	fliC	511145.b1883	511145.b1923	0.097	0	0.229	0	0.394	0	0	0.719	0.865
cheB	motA	511145.b1883	511145.b1890	0.440	0	0.151	0	0.750	0	0	0.064	0.874
cheB	fliD	511145.b1883	511145.b1924	0.158	0	0	0	0.834	0	0	0.497	0.924
cheB	fliS	511145.b1883	511145.b1925	0.158	0	0	0	0.854	0	0	0.536	0.938
cheB	motB	511145.b1883	511145.b1889	0.440	0	0.189	0	0.766	0	0	0.801	0.976
cheB	cheW	511145.b1883	511145.b1887	0.458	0	0.775	0	0.981	0	0.900	0.968	0.999
cheB	tap	511145.b1883	511145.b1885	0.736	0.194	0.775	0	0.866	0	0.900	0.133	0.999
cheB	tar	511145.b1883	511145.b1886	0.609	0.121	0.775	0	0.877	0.663	0.900	0.572	0.999
cheB	tsr	511145.b1883	511145.b4355	0.076	0.095	0.775	0	0.759	0	0.900	0.911	0.999
cheW	flgB	511145.b1887	511145.b1073	0.158	0	0.237	0	0.619	0.099	0	0.596	0.894
cheW	flgD	511145.b1887	511145.b1075	0.158	0	0.206	0	0.699	0	0	0.538	0.894
cheW	flgE	511145.b1887	511145.b1076	0.158	0	0.175	0	0.485	0	0	0.556	0.820
cheW	flgF	511145.b1887	511145.b1077	0.061	0	0.253	0	0.411	0	0	0.272	0.659
cheW	flgG	511145.b1887	511145.b1078	0.126	0	0.174	0	0.624	0	0	0.646	0.891
cheW	flgH	511145.b1887	511145.b1079	0.106	0	0	0	0.465	0.274	0	0.492	0.800
cheW	flgI	511145.b1887	511145.b1080	0.104	0	0	0	0.337	0	0	0.466	0.655
cheW	flgJ	511145.b1887	511145.b1081	0.105	0	0	0	0.317	0	0	0.243	0.498
cheW	flgK	511145.b1887	511145.b1082	0.158	0	0.312	0	0.828	0	0	0.610	0.956
cheW	dosP	511145.b1887	511145.b1489	0.110	0	0	0	0.075	0.090	0	0.305	0.409
cheW	cheZ	511145.b1887	511145.b1881	0.447	0	0.572	0	0.897	0	0.720	0.972	0.999
cheW	cheY	511145.b1887	511145.b1882	0.449	0.200	0.705	0	0.823	0.184	0.900	0.992	0.999
cheW	tap	511145.b1887	511145.b1885	0.425	0	0.775	0	0.986	0.532	0.900	0.133	0.999
cheW	tar	511145.b1887	511145.b1886	0.499	0	0.775	0	0.984	0.950	0.900	0.658	0.999
cheW	evgS	511145.b1887	511145.b2370	0.200	0	0	0	0.147	0.184	0	0.315	0.567
cheW	fliH	511145.b1887	511145.b1940	0.158	0	0	0	0.462	0	0	0.495	0.751
cheW	fliL	511145.b1887	511145.b1944	0.158	0	0.173	0	0.483	0	0	0.396	0.753
cheW	fliK	511145.b1887	511145.b1943	0.158	0	0	0	0.543	0	0	0.548	0.811
cheW	fliZ	511145.b1887	511145.b1921	0	0	0	0	0.751	0	0	0.340	0.829
cheW	fliF	511145.b1887	511145.b1938	0.158	0	0.181	0	0.548	0	0	0.648	0.875
cheW	fliA	511145.b1887	511145.b1922	0.158	0	0.214	0	0.722	0	0	0.734	0.944
cheW	fliD	511145.b1887	511145.b1924	0.154	0	0	0	0.893	0	0	0.593	0.960
cheW	fliC	511145.b1887	511145.b1923	0.092	0	0.213	0	0.812	0	0	0.801	0.969
cheW	motA	511145.b1887	511145.b1890	0.751	0	0	0	0.959	0	0	0.195	0.991
cheW	fliS	511145.b1887	511145.b1925	0.158	0	0	0	0.975	0	0	0.606	0.991
cheW	tsr	511145.b1887	511145.b4355	0.076	0	0.775	0	0.767	0.962	0.900	0.968	0.999
cheW	motB	511145.b1887	511145.b1889	0.751	0	0.231	0	0.984	0	0	0.858	0.999
cheY	flgB	511145.b1882	511145.b1073	0.062	0	0.224	0	0.408	0.091	0	0.488	0.763
cheY	flgD	511145.b1882	511145.b1075	0.062	0	0.466	0	0.494	0	0	0.204	0.771
cheY	flgE	511145.b1882	511145.b1076	0.062	0	0	0	0.423	0.567	0	0.540	0.877
cheY	flgF	511145.b1882	511145.b1077	0	0	0.374	0	0.409	0	0	0.402	0.759
cheY	flgG	511145.b1882	511145.b1078	0.053	0	0.243	0	0.532	0	0	0.610	0.852
cheY	flgH	511145.b1882	511145.b1079	0.048	0	0.447	0	0.397	0	0	0.170	0.701
cheY	flgI	511145.b1882	511145.b1080	0.048	0	0.540	0	0.309	0	0	0.270	0.749
cheY	flgJ	511145.b1882	511145.b1081	0.045	0	0.429	0	0.467	0	0	0.270	0.759
cheY	flgK	511145.b1882	511145.b1082	0	0	0.297	0	0.732	0	0	0.428	0.882
cheY	cheZ	511145.b1882	511145.b1881	0.795	0	0.733	0	0.904	0.999	0.900	0.999	0.999
cheY	evgS	511145.b1882	511145.b2370	0.159	0	0.096	0.771	0.054	0.164	0	0.208	0.438
cheY	fliZ	511145.b1882	511145.b1921	0	0	0	0	0.421	0	0	0.221	0.530
cheY	fliH	511145.b1882	511145.b1940	0.095	0	0.330	0	0.297	0	0	0.406	0.713
cheY	fliL	511145.b1882	511145.b1944	0.156	0	0.302	0	0.358	0	0	0.404	0.744
cheY	fliK	511145.b1882	511145.b1943	0.108	0	0.381	0	0.467	0	0	0.471	0.823
cheY	fliF	511145.b1882	511145.b1938	0.109	0	0.324	0	0.402	0	0	0.597	0.835
cheY	fliS	511145.b1882	511145.b1925	0	0	0	0	0.802	0	0	0.321	0.859
cheY	fliD	511145.b1882	511145.b1924	0	0	0	0	0.735	0	0	0.491	0.859
cheY	motA	511145.b1882	511145.b1890	0.431	0	0.324	0	0.703	0	0	0.118	0.886
cheY	fliC	511145.b1882	511145.b1923	0	0	0	0	0.466	0	0	0.809	0.893
cheY	fliA	511145.b1882	511145.b1922	0.158	0	0.172	0	0.674	0	0	0.635	0.906
cheY	motB	511145.b1882	511145.b1889	0.413	0	0.356	0	0.698	0	0	0.825	0.977
cheY	tap	511145.b1882	511145.b1885	0.709	0.195	0.601	0	0.764	0.110	0.900	0.069	0.997
cheY	tsr	511145.b1882	511145.b4355	0.066	0.096	0.594	0	0.876	0.110	0.900	0.901	0.999
cheY	tar	511145.b1882	511145.b1886	0.587	0.122	0.600	0	0.841	0.538	0.900	0.542	0.999
cheZ	flgB	511145.b1881	511145.b1073	0.070	0	0.428	0	0.420	0	0	0.348	0.772
cheZ	flgD	511145.b1881	511145.b1075	0.053	0	0.566	0	0.433	0	0	0.280	0.809
cheZ	flgE	511145.b1881	511145.b1076	0.055	0	0	0	0.566	0	0	0.272	0.675
cheZ	flgF	511145.b1881	511145.b1077	0	0	0.591	0	0.641	0	0	0.339	0.894
cheZ	flgG	511145.b1881	511145.b1078	0.063	0	0	0	0.742	0	0	0.199	0.789
cheZ	flgH	511145.b1881	511145.b1079	0.109	0	0.700	0	0.530	0	0	0.301	0.900
cheZ	flgI	511145.b1881	511145.b1080	0.098	0	0.373	0	0.558	0	0	0.205	0.775
cheZ	flgJ	511145.b1881	511145.b1081	0.075	0	0.741	0	0.456	0	0	0.214	0.883
cheZ	flgK	511145.b1881	511145.b1082	0	0	0.637	0	0.689	0	0	0.157	0.896
cheZ	fliZ	511145.b1881	511145.b1921	0	0	0	0	0.446	0	0	0.335	0.616
cheZ	fliF	511145.b1881	511145.b1938	0.154	0	0.380	0	0.349	0	0	0.305	0.731
cheZ	fliC	511145.b1881	511145.b1923	0	0	0.245	0	0.518	0	0	0.542	0.819
cheZ	fliH	511145.b1881	511145.b1940	0.110	0	0.701	0	0.479	0	0	0.169	0.869
cheZ	fliK	511145.b1881	511145.b1943	0.158	0	0.758	0	0.376	0	0	0.327	0.903
cheZ	fliL	511145.b1881	511145.b1944	0.158	0	0.756	0	0.420	0	0	0.286	0.903
cheZ	fliD	511145.b1881	511145.b1924	0	0	0.288	0	0.810	0	0	0.390	0.910
cheZ	fliS	511145.b1881	511145.b1925	0.061	0	0.412	0	0.752	0	0	0.443	0.913
cheZ	fliA	511145.b1881	511145.b1922	0.158	0	0.284	0	0.762	0	0	0.514	0.921
cheZ	motA	511145.b1881	511145.b1890	0.429	0	0.584	0	0.710	0	0	0.135	0.932
cheZ	tap	511145.b1881	511145.b1885	0.703	0	0.404	0	0.866	0	0	0.110	0.976
cheZ	motB	511145.b1881	511145.b1889	0.429	0	0.596	0	0.836	0	0	0.837	0.993
cheZ	tsr	511145.b1881	511145.b4355	0.061	0	0.455	0	0.753	0	0.540	0.904	0.993
cheZ	tar	511145.b1881	511145.b1886	0.580	0	0.421	0	0.760	0.503	0.720	0.560	0.995
crfC	fliA	511145.b4109	511145.b1922	0	0	0	0	0.139	0	0	0.453	0.508
crfC	yraQ	511145.b4109	511145.b3151	0	0	0.421	0	0	0	0	0	0.421
csgA	csgG	511145.b1042	511145.b1037	0.084	0	0	0	0.185	0	0.800	0.950	0.991
csgA	csgF	511145.b1042	511145.b1038	0.084	0	0	0	0.149	0	0.800	0.944	0.990
csgA	csgE	511145.b1042	511145.b1039	0.084	0	0	0	0.117	0	0	0.953	0.958
csgA	csgD	511145.b1042	511145.b1040	0	0	0	0	0.270	0	0	0.906	0.929
csgA	flu	511145.b1042	511145.b2000	0	0	0	0	0	0	0	0.645	0.645
csgA	fliC	511145.b1042	511145.b1923	0	0	0	0	0.051	0	0	0.786	0.788
csgD	ompF	511145.b1040	511145.b0929	0	0	0	0	0.067	0	0	0.395	0.411
csgD	csgG	511145.b1040	511145.b1037	0.674	0	0.294	0	0.866	0	0	0.925	0.997
csgD	csgF	511145.b1040	511145.b1038	0.736	0	0.354	0	0.974	0	0	0.934	0.999
csgD	csgE	511145.b1040	511145.b1039	0.799	0	0	0	0.990	0	0	0.934	0.999
csgD	dosP	511145.b1040	511145.b1489	0.109	0	0	0	0.087	0.081	0	0.313	0.418
csgD	fliC	511145.b1040	511145.b1923	0	0	0	0	0	0	0	0.523	0.523
csgD	fliA	511145.b1040	511145.b1922	0	0	0	0	0.042	0.075	0	0.639	0.652
csgE	csgG	511145.b1039	511145.b1037	0.674	0	0	0	0.854	0.881	0.900	0.994	0.999
csgE	csgF	511145.b1039	511145.b1038	0.736	0	0	0	0.964	0	0.900	0.981	0.999
csgF	csgG	511145.b1038	511145.b1037	0.729	0	0.775	0	0.935	0.900	0.900	0.997	0.999
cysP	modF	511145.b2425	511145.b0760	0	0	0	0	0	0	0.540	0	0.540
cysP	yeeE	511145.b2425	511145.b2013	0	0	0	0	0.812	0	0	0.324	0.867
cysP	mglA	511145.b2425	511145.b2149	0	0	0	0	0	0	0.540	0	0.540
cysP	cysU	511145.b2425	511145.b2424	0.799	0.189	0.775	0	0.930	0	0.900	0.913	0.999
cysP	rbsC	511145.b2425	511145.b3750	0	0	0	0	0	0	0.540	0	0.540
cysP	malF	511145.b2425	511145.b4033	0	0	0	0	0	0	0.540	0.066	0.551
cysP	malE	511145.b2425	511145.b4034	0	0	0	0	0	0	0.540	0.077	0.557
cysU	modF	511145.b2424	511145.b0760	0	0	0	0	0.045	0	0.540	0	0.541
cysU	yeeE	511145.b2424	511145.b2013	0	0	0	0	0.632	0	0	0.202	0.693
cysU	mglA	511145.b2424	511145.b2149	0	0	0	0	0	0	0.540	0	0.540
cysU	malE	511145.b2424	511145.b4034	0	0	0	0	0	0	0.540	0	0.540
cysU	rbsC	511145.b2424	511145.b3750	0	0	0	0	0	0	0.540	0	0.540
cysU	malF	511145.b2424	511145.b4033	0.053	0	0	0	0	0	0.540	0	0.545
dosC	dosP	511145.b1490	511145.b1489	0.707	0.025	0.770	0	0.131	0.066	0	0.962	0.997
dosC	evgS	511145.b1490	511145.b2370	0.109	0.001	0.154	0	0.350	0	0	0.100	0.500
dosP	flgB	511145.b1489	511145.b1073	0	0	0	0	0.350	0.091	0	0.211	0.493
dosP	flgI	511145.b1489	511145.b1080	0	0	0	0	0.408	0	0	0	0.408
dosP	tar	511145.b1489	511145.b1886	0.104	0	0.163	0	0.042	0.245	0	0.203	0.488
dosP	tsr	511145.b1489	511145.b4355	0.104	0	0.166	0	0.042	0.245	0	0.203	0.490
dosP	fliK	511145.b1489	511145.b1943	0	0	0	0	0.400	0	0	0.190	0.493
dosP	tap	511145.b1489	511145.b1885	0.104	0	0.179	0	0.042	0.245	0	0.203	0.498
dosP	evgS	511145.b1489	511145.b2370	0.367	0.001	0	0	0.589	0.248	0	0.357	0.857
evgS	ompF	511145.b2370	511145.b0929	0.053	0	0.164	0	0.055	0	0	0.411	0.500
evgS	flgB	511145.b2370	511145.b1073	0.106	0	0	0	0.648	0.091	0	0.141	0.721
evgS	flgD	511145.b2370	511145.b1075	0.087	0	0	0	0.294	0	0	0.282	0.496
evgS	flgE	511145.b2370	511145.b1076	0.071	0	0	0	0.346	0	0	0.111	0.412
evgS	flgG	511145.b2370	511145.b1078	0.063	0	0	0	0.231	0.220	0	0.124	0.441
evgS	flgH	511145.b2370	511145.b1079	0.078	0	0	0	0.344	0	0	0.132	0.429
evgS	flgI	511145.b2370	511145.b1080	0.195	0	0	0	0.294	0	0	0.069	0.424
evgS	flgJ	511145.b2370	511145.b1081	0.197	0	0	0	0.525	0	0	0	0.602
evgS	flgK	511145.b2370	511145.b1082	0.076	0	0	0	0.397	0	0	0.290	0.569
evgS	gadC	511145.b2370	511145.b1492	0	0	0	0	0.055	0	0	0.471	0.479
evgS	tap	511145.b2370	511145.b1885	0.196	0	0	0	0.042	0.110	0	0.293	0.450
evgS	tar	511145.b2370	511145.b1886	0.196	0	0	0	0.042	0.110	0	0.293	0.450
evgS	motB	511145.b2370	511145.b1889	0.193	0	0	0	0.147	0.188	0	0.314	0.565
evgS	motA	511145.b2370	511145.b1890	0.195	0	0	0	0.402	0	0	0.252	0.608
evgS	fliA	511145.b2370	511145.b1922	0.192	0	0	0	0.146	0	0	0.316	0.486
evgS	fliC	511145.b2370	511145.b1923	0	0	0	0	0.240	0	0	0.315	0.457
evgS	fliD	511145.b2370	511145.b1924	0.109	0	0.218	0	0.054	0	0	0.313	0.486
evgS	fliF	511145.b2370	511145.b1938	0.199	0	0	0	0.521	0	0	0.281	0.700
evgS	fliH	511145.b2370	511145.b1940	0.193	0	0	0	0.378	0	0	0.094	0.505
evgS	fliK	511145.b2370	511145.b1943	0.087	0	0	0	0.398	0	0	0.206	0.525
evgS	fliL	511145.b2370	511145.b1944	0.170	0	0	0	0.528	0.188	0	0.210	0.715
evgS	lysA	511145.b2370	511145.b2838	0.197	0	0	0	0	0	0	0.314	0.425
evgS	tsr	511145.b2370	511145.b4355	0.196	0	0	0	0.042	0.110	0	0.298	0.455
evgS	uspD	511145.b2370	511145.b3923	0.094	0	0.409	0	0.055	0.090	0	0.203	0.566
fbaB	ybaY	511145.b2097	511145.b0453	0	0	0	0	0.381	0	0	0.075	0.403
fbaB	ybgS	511145.b2097	511145.b0753	0	0	0	0	0.353	0	0	0.147	0.425
fbaB	poxB	511145.b2097	511145.b0871	0	0	0	0	0.669	0	0	0.501	0.827
fbaB	ycaC	511145.b2097	511145.b0897	0	0	0	0	0.790	0	0	0	0.790
fbaB	ptsG	511145.b2097	511145.b1101	0	0	0	0	0	0	0.800	0.123	0.817
fbaB	katE	511145.b2097	511145.b1732	0	0	0	0	0.900	0	0	0.143	0.911
fbaB	yebV	511145.b2097	511145.b1836	0	0	0	0	0.667	0	0	0.201	0.722
fbaB	otsA	511145.b2097	511145.b1896	0	0	0	0	0.719	0	0	0.200	0.765
fbaB	otsB	511145.b2097	511145.b1897	0	0	0	0	0.797	0	0	0.146	0.819
fbaB	hchA	511145.b2097	511145.b1967	0	0	0	0	0.546	0	0	0	0.546
fbaB	pck	511145.b2097	511145.b3403	0	0	0	0	0.056	0	0	0.467	0.475
fbaB	rhaD	511145.b2097	511145.b3902	0.053	0	0	0	0	0	0.900	0	0.901
fbaB	talA	511145.b2097	511145.b2464	0.059	0	0	0	0.775	0	0.900	0.394	0.985
fbaB	tktB	511145.b2097	511145.b2465	0.085	0	0	0	0.717	0	0.900	0.523	0.986
flgB	tar	511145.b1073	511145.b1886	0	0	0	0	0.701	0	0	0.063	0.707
flgB	fliZ	511145.b1073	511145.b1921	0	0	0	0	0.934	0	0	0.386	0.957
flgB	motA	511145.b1073	511145.b1890	0.158	0	0.591	0	0.902	0	0	0.283	0.972
flgB	motB	511145.b1073	511145.b1889	0.158	0	0.644	0	0.719	0	0	0.906	0.991
flgB	fliS	511145.b1073	511145.b1925	0.158	0	0.762	0	0.932	0	0	0.720	0.995
flgB	fliK	511145.b1073	511145.b1943	0.158	0	0.628	0	0.940	0	0	0.859	0.997
flgB	fliH	511145.b1073	511145.b1940	0.158	0	0.565	0	0.946	0	0	0.871	0.997
flgB	fliC	511145.b1073	511145.b1923	0.158	0	0.765	0	0.843	0.215	0	0.910	0.997
flgB	fliA	511145.b1073	511145.b1922	0.158	0	0.731	0	0.959	0.108	0	0.858	0.998
flgB	flgJ	511145.b1073	511145.b1081	0.421	0	0.652	0	0.950	0.108	0	0.865	0.998
flgB	flgI	511145.b1073	511145.b1080	0.396	0	0.718	0	0.962	0.455	0	0.950	0.999
flgB	flgG	511145.b1073	511145.b1078	0.458	0	0.751	0	0.985	0.455	0	0.993	0.999
flgB	flgE	511145.b1073	511145.b1076	0.712	0	0.765	0	0.997	0.455	0	0.919	0.999
flgB	flgH	511145.b1073	511145.b1079	0.401	0	0.746	0	0.975	0.455	0	0.949	0.999
flgB	fliD	511145.b1073	511145.b1924	0.158	0	0.764	0	0.948	0	0	0.940	0.999
flgB	flgD	511145.b1073	511145.b1075	0.781	0	0.764	0	0.999	0.676	0	0.894	0.999
flgB	flgF	511145.b1073	511145.b1077	0.669	0	0.773	0	0.980	0.620	0	0.998	0.999
flgB	fliF	511145.b1073	511145.b1938	0.158	0	0.762	0	0.966	0.620	0	0.949	0.999
flgB	flgK	511145.b1073	511145.b1082	0.348	0	0.766	0	0.961	0	0	0.918	0.999
flgB	fliL	511145.b1073	511145.b1944	0.158	0	0.387	0	0.990	0	0	0.842	0.999
flgD	tar	511145.b1075	511145.b1886	0	0	0	0	0.736	0	0	0.050	0.739
flgD	fliZ	511145.b1075	511145.b1921	0	0	0	0	0.908	0	0	0.330	0.936
flgD	motA	511145.b1075	511145.b1890	0.158	0	0.705	0	0.852	0	0	0.211	0.967
flgD	motB	511145.b1075	511145.b1889	0.158	0	0.692	0	0.662	0	0	0.735	0.973
flgD	fliC	511145.b1075	511145.b1923	0.158	0	0.656	0	0.855	0.092	0	0.855	0.993
flgD	fliS	511145.b1075	511145.b1925	0.158	0	0.741	0	0.934	0	0	0.735	0.995
flgD	fliA	511145.b1075	511145.b1922	0.158	0	0.561	0	0.970	0	0	0.659	0.995
flgD	fliH	511145.b1075	511145.b1940	0.158	0	0.536	0	0.944	0	0	0.859	0.996
flgD	fliL	511145.b1075	511145.b1944	0.158	0	0.632	0	0.979	0	0	0.660	0.997
flgD	fliD	511145.b1075	511145.b1924	0.158	0	0.728	0	0.951	0	0	0.907	0.998
flgD	flgF	511145.b1075	511145.b1077	0.684	0	0.771	0	0.995	0.455	0	0.857	0.999
flgD	flgE	511145.b1075	511145.b1076	0.729	0.642	0.765	0	0.999	0.315	0	0.925	0.999
flgD	fliF	511145.b1075	511145.b1938	0.158	0	0.762	0	0.949	0.455	0	0.858	0.999
flgD	flgI	511145.b1075	511145.b1080	0.401	0	0.772	0	0.956	0.455	0	0.904	0.999
flgD	fliK	511145.b1075	511145.b1943	0.158	0	0.683	0	0.958	0.145	0	0.921	0.999
flgD	flgG	511145.b1075	511145.b1078	0.466	0	0.767	0	0.993	0.616	0	0.868	0.999
flgD	flgK	511145.b1075	511145.b1082	0.352	0	0.768	0	0.964	0	0	0.947	0.999
